id;session_id;position_x;position_y;target_number;game_number;creation;id;respondent_id;note;prototype;creation;id;experience;pc_usage;sex;age;employment;creation
13;1;425;240;13;1;2022-11-25 07:14:36.247;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
14;1;228;418;14;1;2022-11-25 07:14:37.023;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
15;1;586;554;15;1;2022-11-25 07:14:37.962;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
16;1;871;467;16;1;2022-11-25 07:14:39.003;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
17;1;721;245;1;2;2022-11-25 07:14:45.295;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
18;1;855;361;2;2;2022-11-25 07:14:46.464;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
19;1;557;62;3;2;2022-11-25 07:14:47.461;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
20;1;69;234;4;2;2022-11-25 07:14:48.516;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
21;1;913;539;5;2;2022-11-25 07:14:49.485;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
22;1;542;125;6;2;2022-11-25 07:14:50.554;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
23;1;767;531;7;2;2022-11-25 07:14:51.558;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
24;1;544;316;8;2;2022-11-25 07:14:52.502;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
25;1;803;488;9;2;2022-11-25 07:14:53.267;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
26;1;136;290;10;2;2022-11-25 07:14:54.086;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
27;1;766;149;11;2;2022-11-25 07:14:55.004;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
28;1;186;310;12;2;2022-11-25 07:14:55.972;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
29;1;634;45;13;2;2022-11-25 07:14:56.768;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
30;1;278;492;14;2;2022-11-25 07:14:57.686;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
31;1;678;317;15;2;2022-11-25 07:14:58.679;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
32;1;451;454;16;2;2022-11-25 07:14:59.648;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
33;1;149;133;17;2;2022-11-25 07:15:00.546;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
34;1;675;288;1;3;2022-11-25 07:15:03.541;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
35;1;845;413;2;3;2022-11-25 07:15:04.545;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
36;1;350;259;3;3;2022-11-25 07:15:05.408;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
37;1;130;497;4;3;2022-11-25 07:15:06.13;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
38;1;840;170;5;3;2022-11-25 07:15:07.254;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
39;1;643;461;6;3;2022-11-25 07:15:08.4;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
40;1;346;341;7;3;2022-11-25 07:15:09.624;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
41;1;812;70;8;3;2022-11-25 07:15:10.589;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
42;1;637;149;9;3;2022-11-25 07:15:11.75;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
43;1;221;515;10;3;2022-11-25 07:15:12.678;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
44;1;48;84;11;3;2022-11-25 07:15:13.686;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
45;1;849;392;12;3;2022-11-25 07:15:14.633;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
46;1;217;531;13;3;2022-11-25 07:15:15.463;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
47;1;754;410;14;3;2022-11-25 07:15:16.346;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
48;1;165;329;15;3;2022-11-25 07:15:17.3;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
49;1;453;463;16;3;2022-11-25 07:15:18.379;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
50;1;874;181;17;3;2022-11-25 07:15:19.197;1;1;pil1_set1;1A;2022-11-25 07:14:00.143;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
51;2;594;213;1;1;2022-11-25 07:18:53.53;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
52;2;744;342;2;1;2022-11-25 07:18:54.553;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
53;2;149;478;3;1;2022-11-25 07:18:55.565;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
54;2;293;222;4;1;2022-11-25 07:18:56.658;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
55;2;939;330;5;1;2022-11-25 07:18:57.515;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
56;2;291;89;6;1;2022-11-25 07:18:58.57;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
57;2;954;436;7;1;2022-11-25 07:18:59.326;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
58;2;322;216;8;1;2022-11-25 07:19:00.38;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
59;2;489;51;9;1;2022-11-25 07:19:01.172;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
60;2;92;342;10;1;2022-11-25 07:19:02.01;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
61;2;245;470;11;1;2022-11-25 07:19:02.881;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
62;2;409;86;12;1;2022-11-25 07:19:03.81;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
63;2;918;439;13;1;2022-11-25 07:19:04.727;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
64;2;95;122;14;1;2022-11-25 07:19:06.033;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
65;2;916;366;15;1;2022-11-25 07:19:07.165;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
66;2;272;259;16;1;2022-11-25 07:19:08.259;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
67;2;410;179;17;1;2022-11-25 07:19:09.343;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
68;2;839;254;1;2;2022-11-25 07:19:11.91;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
69;2;477;374;2;2;2022-11-25 07:19:12.802;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
70;2;776;101;3;2;2022-11-25 07:19:13.66;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
71;2;955;463;4;2;2022-11-25 07:19:14.734;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
72;2;209;330;5;2;2022-11-25 07:19:15.626;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
73;2;527;181;6;2;2022-11-25 07:19:16.796;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
74;2;234;534;7;2;2022-11-25 07:19:17.618;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
75;2;789;392;8;2;2022-11-25 07:19:18.45;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
76;2;65;97;9;2;2022-11-25 07:19:19.384;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
77;2;639;432;10;2;2022-11-25 07:19:20.306;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
78;2;55;70;11;2;2022-11-25 07:19:21.3;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
79;2;679;385;12;2;2022-11-25 07:19:22.254;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
80;2;872;205;13;2;2022-11-25 07:19:23.429;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
81;2;397;313;14;2;2022-11-25 07:19:24.432;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
82;2;923;434;15;2;2022-11-25 07:19:25.224;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
83;2;465;263;16;2;2022-11-25 07:19:26.419;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
84;2;598;501;17;2;2022-11-25 07:19:27.358;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
85;2;580;357;1;3;2022-11-25 07:19:29.255;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
86;2;324;105;2;3;2022-11-25 07:19:30.082;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
87;2;919;486;3;3;2022-11-25 07:19:31.096;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
88;2;353;93;4;3;2022-11-25 07:19:32.008;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
89;2;655;395;5;3;2022-11-25 07:19:32.816;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
90;2;362;239;6;3;2022-11-25 07:19:33.687;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
91;2;84;84;7;3;2022-11-25 07:19:34.542;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
92;2;398;370;8;3;2022-11-25 07:19:35.344;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
93;2;251;147;9;3;2022-11-25 07:19:36.044;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
94;2;638;377;10;3;2022-11-25 07:19:37.078;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
95;2;920;472;11;3;2022-11-25 07:19:37.92;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
96;2;69;336;12;3;2022-11-25 07:19:38.885;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
97;2;466;484;13;3;2022-11-25 07:19:39.842;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
98;2;699;336;14;3;2022-11-25 07:19:40.826;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
99;2;878;466;15;3;2022-11-25 07:19:41.562;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
100;2;262;272;16;3;2022-11-25 07:19:42.435;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
101;2;825;406;17;3;2022-11-25 07:19:43.298;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
102;2;370;229;18;3;2022-11-25 07:19:44.17;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
103;2;656;403;19;3;2022-11-25 07:19:44.944;2;1;pil1_set2;1B;2022-11-25 07:18:47.692;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
104;3;731;471;1;1;2022-11-25 07:22:22.156;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
105;3;160;299;2;1;2022-11-25 07:22:23.647;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
106;3;402;518;3;1;2022-11-25 07:22:24.782;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
107;3;808;375;4;1;2022-11-25 07:22:25.78;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
108;3;284;183;5;1;2022-11-25 07:22:27.009;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
109;3;133;392;6;1;2022-11-25 07:22:27.893;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
110;3;388;486;7;1;2022-11-25 07:22:28.745;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
111;3;657;321;8;1;2022-11-25 07:22:29.859;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
112;3;90;220;9;1;2022-11-25 07:22:30.741;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
113;3;407;509;10;1;2022-11-25 07:22:31.837;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
114;3;955;241;11;1;2022-11-25 07:22:32.704;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
115;3;417;154;12;1;2022-11-25 07:22:33.844;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
116;3;810;275;13;1;2022-11-25 07:22:35.379;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
117;3;671;188;14;1;2022-11-25 07:22:36.457;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
118;3;534;87;15;1;2022-11-25 07:22:37.446;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
119;3;409;530;16;1;2022-11-25 07:22:38.264;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
120;3;161;266;1;2;2022-11-25 07:22:40.418;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
121;3;512;450;2;2;2022-11-25 07:22:42.34;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
122;3;747;127;3;2;2022-11-25 07:22:43.201;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
123;3;492;475;4;2;2022-11-25 07:22:44.378;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
124;3;706;208;5;2;2022-11-25 07:22:45.385;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
125;3;486;350;6;2;2022-11-25 07:22:46.475;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
126;3;303;117;7;2;2022-11-25 07:22:47.328;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
127;3;648;306;8;2;2022-11-25 07:22:48.217;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
128;3;73;146;9;2;2022-11-25 07:22:49.382;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
129;3;768;281;10;2;2022-11-25 07:22:50.231;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
130;3;360;67;11;2;2022-11-25 07:22:51.194;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
131;3;841;193;12;2;2022-11-25 07:22:52.059;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
132;3;228;514;13;2;2022-11-25 07:22:53.401;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
133;3;903;409;14;2;2022-11-25 07:22:55.373;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
134;3;365;516;15;2;2022-11-25 07:22:56.575;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
135;3;773;294;1;3;2022-11-25 07:22:58.897;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
136;3;283;414;2;3;2022-11-25 07:23:00.218;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
137;3;878;254;3;3;2022-11-25 07:23:01.265;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
138;3;243;550;4;3;2022-11-25 07:23:02.31;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
141;3;138;173;7;3;2022-11-25 07:23:05.328;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
142;3;397;480;8;3;2022-11-25 07:23:06.186;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
144;3;343;179;10;3;2022-11-25 07:23:08.168;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
146;3;662;119;12;3;2022-11-25 07:23:10.014;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
148;3;101;286;14;3;2022-11-25 07:23:12.46;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
149;3;592;526;15;3;2022-11-25 07:23:13.634;3;1;pil1_set3;2A;2022-11-25 07:22:18.6;1;9;more than 3 hours daily;man;21;Študent informatika;2022-11-25 07:14:00.005
